Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39
Name,Dozent,Raum,WT,Anfang,Ende
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-WP-C2,ESS,0662,Fr,8:15,11:30
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00

42
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/01,SMD/[Slz],0765,Do,12:30,15:45
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

43
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/02,SMD/[Slz],0765,Do,12:30,15:45
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-WP-C2,ESS,0662,Fr,8:15,11:30
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00

44, 50
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/03,SMD/[Slz],0765,Do,12:30,15:45
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WPP-C1/02,CNZ,1102,Fr,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00
INF-WPP-B4/03,MSL,0701,Mi,12:30,15:45

45
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/01,SMD/[Slz],0765,Do,12:30,15:45
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-WP-C2,ESS,0662,Fr,8:15,11:30
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

46
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/02,SMD/[Slz],0765,Do,12:30,15:45
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
INF-WP-C1,CNZ,1065,Fr,8:15,11:30
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00

47
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/03,SMD/[Slz],0765,Do,12:30,15:45
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WPP-C1/02,CNZ,1102,Fr,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-WP-C2,ESS,0662,Fr,8:15,11:30
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00
INF-WPP-B4/03,MSL,0701,Mi,12:30,15:45

48
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/01,SMD/[Slz],0765,Do,12:30,15:45
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

49
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/02,SMD/[Slz],0765,Do,12:30,15:45
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
INF-WP-C1,CNZ,1065,Fr,8:15,11:30
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-WP-C2,ESS,0662,Fr,8:15,11:30
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00

51
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/01,SMD/[Slz],0765,Do,12:30,15:45
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-WP-C2,ESS,0662,Fr,8:15,11:30
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

54
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/02,SMD/[Slz],0765,Do,12:30,15:45
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00

55
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WPP-C1/02,CNZ,1102,Fr,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-WP-C2,ESS,0662,Fr,8:15,11:30
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00
INF-WPP-B4/03,MSL,0701,Mi,12:30,15:45
<>
Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39
Name,Dozent,Raum,WT,Anfang,Ende
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW ZOEL,ZOEL,1486,Do,16:30,19:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45

40
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
GW RDTK RS,RDTK,1101c,Sa,9:00,18:00
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

41
Name,Dozent,Raum,WT,Anfang,Ende
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
GW STAN FK,STAN,1281,Sa,9:00,15:45
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW STAN FK,STAN,1001,Do,16:00,19:00
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

42
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
GW MATT,MATT,1486,Sa,9:00,15:45
GW WLTP,WLTP,1001,Sa,8:00,16:00
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-WP-B3,PDB,1281,Mi,8:15,11:30
GW BLHA, BLHA,1283,Fr,16:00,19:30
GW GARB,GARB,1486,Do,16:30,19:00
GW RDTK RS,RDTK,1101c,Sa,9:00,18:00
GW WLTP,WLTP,1201,Fr,16:00,21:00
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW BLHA, BLHA,1281,Sa,9:00,15:30
GW SCHM,Smhl,1486,Mo,16:00,19:00
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

43
Name,Dozent,Raum,WT,Anfang,Ende
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
GW WLTP,WLTP,1001,Sa,8:00,16:00
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW WLTP,WLTP,1201,Fr,16:00,21:00
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

44
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
INF-WPP-C1/02,CNZ,1102,Fr,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW MATT,MATT,1486,Sa,9:00,15:45
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
GW GARB,GARB,1486,Do,16:30,19:00
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
GW ZOEL,ZOEL,0405,Sa,10:00,14:00
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00
INF-WPP-B4/03,MSL,0701,Mi,12:30,15:45

45
Name,Dozent,Raum,WT,Anfang,Ende
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW GARB,GARB,1486,Fr,16:00,21:00
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
GW GARB,GARB,1486,Sa,10:00,16:15
